,DATAHORA,COIN,SETUP,RESUMO,TIPO,STATUS,BUY AVG,BUY QNT,BUY CAPITAL,LEAVERAGE,,P1 DATE,P1 AVG,P1 QNT,P1 %,P1 PNL,P1 PNL %,P2 DATE,P2 AVG,P2 QNT,P2 %,P2 PNL,P2 PNL %,P3 DATE,P3 AVG,P3 QNT,P3 %,P3 PNL,P3 PNL %,FEES,DIA,TOTAL_PERCENT,LAST_EXIT_DATE,TOTAL_PNL
77,2026-02-02 22:40:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.443,50,822.15,1,,2026-02-02 22:45:00,16.424,50,100.0,1.0,0.12,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.66,2026-02-02,0.12,2026-02-02 22:45:00,1.0
78,2026-02-02 22:47:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.333,50,816.65,1,,2026-02-02 22:54:00,16.122,50,100.0,10.5,1.29,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.65,2026-02-02,1.29,2026-02-02 22:54:00,10.5
79,2026-02-02 22:58:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.209,60,972.54,1,,2026-02-02 23:26:00,15.747,60,100.0,27.7,2.85,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.78,2026-02-02,2.85,2026-02-02 23:26:00,27.7
80,2026-02-02 23:32:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,15.55,60,933,1,,2026-02-03 04:31:00,14.139,60,100.0,84.7,9.08,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.75,2026-02-02,9.08,2026-02-03 04:31:00,84.7
81,2026-02-03 08:29:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,15.503,20,310.06,1,,2026-02-03 08:39:00,15.42,20,100.0,1.7,0.55,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.25,2026-02-03,0.55,2026-02-03 08:39:00,1.7
82,2026-02-03 08:43:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,14.857,10,148.57,1,,2026-02-03 08:48:00,14.862,10,100.0,-0.1,-0.07,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.12,2026-02-03,-0.07,2026-02-03 08:48:00,-0.1
83,2026-02-03 09:54:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,13.985,10,139.85,1,,2026-02-03 10:14:00,13.654,10,100.0,3.3,2.36,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.11,2026-02-03,2.36,2026-02-03 10:14:00,3.3
84,2026-02-03 10:27:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,13.164,30,394.92,1,,2026-02-03 10:33:00,13.268,30,100.0,3.1,0.78,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.32,2026-02-03,0.78,2026-02-03 10:33:00,3.1
85,2026-02-03 11:36:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,14.294,60,857.64,1,,2026-02-03 13:23:00,14.338,60,100.0,-2.6,-0.3,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.69,2026-02-03,-0.3,2026-02-03 13:23:00,-2.6
86,2026-02-03 11:54:00,VIRTUAL,4h Triangulo Ascendente,"Rompeu para baixo, virou Cunha",LONG,FECHADO,0.638,1200,765.6,1,,2026-02-03 14:55:00,0.6215,1200,100.0,-19.8,-2.59,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.61,2026-02-03,-2.59,2026-02-03 14:55:00,-19.8
87,2026-02-03 13:24:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,14.266,40,570.64,1,,2026-02-03 16:13:00,13.414,40,100.0,34.1,5.98,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.46,2026-02-03,5.98,2026-02-03 16:13:00,34.1
88,2026-02-03 14:23:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,14.75,50,737.5,1,,2026-02-03 14:31:00,15.037,50,100.0,14.4,1.95,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.59,2026-02-03,1.95,2026-02-03 14:31:00,14.4
89,2026-02-03 16:15:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,13.158,45,592.11,1,,2026-02-03 20:11:00,12.725,45,100.0,19.5,3.29,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.47,2026-02-03,3.29,2026-02-03 20:11:00,19.5
90,2026-02-03 18:07:00,RIVER,1/5 Min Scalp,Gerenciamento Errado,LONG,FECHADO,14.178,30,425.34,1,,2026-02-03 20:28:00,12.223,30,100.0,-58.7,-13.8,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.34,2026-02-03,-13.8,2026-02-03 20:28:00,-58.7
91,2026-02-03 22:28:00,HYPE,1/5 Min Scalp,OK,LONG,FECHADO,33.465,15,501.975,1,,2026-02-04 13:45:00,34.136,15,100.0,10.1,2.01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,2026-02-03,2.01,2026-02-04 13:45:00,10.1
92,2026-02-03 23:04:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,11.952,30,358.56,1,,2026-02-03 23:13:00,12.032,30,100.0,2.4,0.67,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.29,2026-02-03,0.67,2026-02-03 23:13:00,2.4
93,2026-02-03 23:21:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,12.275,10,122.75,1,,2026-02-03 23:52:00,12.826,10,100.0,5.5,4.48,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.1,2026-02-03,4.48,2026-02-03 23:52:00,5.5
94,2026-02-04 07:13:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.006,40,640.24,1,,2026-02-04 09:26:00,15.934,40,100.0,2.9,0.45,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.51,2026-02-04,0.45,2026-02-04 09:26:00,2.9
95,2026-02-04 09:29:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.586,35,580.51,1,,2026-02-04 12:02:00,16.446,35,100.0,4.9,0.84,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.46,2026-02-04,0.84,2026-02-04 12:02:00,4.9
96,2026-02-04 10:19:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,16.085,20,321.7,1,,2026-02-04 10:23:00,16.289,20,100.0,4.1,1.27,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.26,2026-02-04,1.27,2026-02-04 10:23:00,4.1
97,2026-02-04 10:23:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,16.295,20,325.9,1,,2026-02-04 10:27:00,16.554,20,100.0,5.2,1.6,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.26,2026-02-04,1.6,2026-02-04 10:27:00,5.2
98,2026-02-04 10:27:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,16.93,20,338.6,1,,2026-02-04 10:52:00,17.033,20,100.0,2.1,0.62,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.27,2026-02-04,0.62,2026-02-04 10:52:00,2.1
99,2026-02-04 11:17:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,16.415,25,410.375,1,,2026-02-04 11:38:00,16.765,25,100.0,8.8,2.14,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.33,2026-02-04,2.14,2026-02-04 11:38:00,8.8
100,2026-02-04 13:42:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,15.623,10,156.23,1,,2026-02-04 13:54:00,16.105,10,100.0,4.8,3.07,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.12,2026-02-04,3.07,2026-02-04 13:54:00,4.8
101,2026-02-04 14:01:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,16.062,10,160.62,1,,2026-02-04 14:58:00,15.866,10,100.0,2.0,1.25,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.13,2026-02-04,1.25,2026-02-04 14:58:00,2.0
102,2026-02-04 15:11:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,15.068,20,301.36,1,,2026-02-04 15:28:00,14.936,20,100.0,2.6,0.86,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.24,2026-02-04,0.86,2026-02-04 15:28:00,2.6
103,2026-02-04 15:12:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,15.441,10,154.41,1,,2026-02-04 15:41:00,15.647,10,100.0,2.1,1.36,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.12,2026-02-04,1.36,2026-02-04 15:41:00,2.1
104,2026-02-04 15:30:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,14.663,20,293.26,1,,2026-02-04 21:03:00,14.129,20,100.0,10.7,3.65,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.23,2026-02-04,3.65,2026-02-04 21:03:00,10.7
105,2026-02-04 22:21:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,14.684,50,734.2,1,,2026-02-04 22:30:00,14.359,50,100.0,16.2,2.21,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.59,2026-02-04,2.21,2026-02-04 22:30:00,16.2
106,2026-02-05 11:37:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,13.317,40,532.68,1,,2026-02-05 13:39:00,13.61,40,100.0,11.7,2.2,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.43,2026-02-05,2.2,2026-02-05 13:39:00,11.7
107,2026-02-05 12:15:00,DASH,S Sobrevenda com climax,OK,LONG,FECHADO,36.9,10,369,1,,2026-02-05 12:54:00,37.69,10,100.0,7.9,2.14,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.3,2026-02-05,2.14,2026-02-05 12:54:00,7.9
108,2026-02-05 13:39:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,13.614,40,544.56,1,,2026-02-05 13:46:00,13.568,40,100.0,1.8,0.33,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.44,2026-02-05,0.33,2026-02-05 13:46:00,1.8
109,2026-02-05 13:50:00,RIVER,1/5 Min Scalp,Entrada Errada,SHORT,FECHADO,13.535,80,1082.8,1,,2026-02-05 17:20:00,13.75,80,100.0,-17.2,-1.59,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.87,2026-02-05,-1.59,2026-02-05 17:20:00,-17.2
110,2026-02-05 15:02:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,14.079,80,1126.32,1,,2026-02-05 15:17:00,14.208,80,100.0,10.3,0.91,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.9,2026-02-05,0.91,2026-02-05 15:17:00,10.3
111,2026-02-05 15:18:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,14.361,100,1436.1,1,,2026-02-05 16:16:00,14.788,100,100.0,42.7,2.97,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.15,2026-02-05,2.97,2026-02-05 16:16:00,42.7
112,2026-02-05 16:50:00,RIVER,1/5 Min Scalp,OK,LONG,FECHADO,14.545,120,1745.4,1,,2026-02-05 23:01:00,14.722,120,100.0,21.2,1.21,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.4,2026-02-05,1.21,2026-02-05 23:01:00,21.2
113,2026-02-05 20:06:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,12.645,40,505.8,1,,2026-02-05 21:23:00,12.303,40,100.0,13.7,2.71,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,2026-02-05,2.71,2026-02-05 21:23:00,13.7
114,2026-02-05 21:26:00,RIVER,1/5 Min Scalp,OK,SHORT,FECHADO,12.449,40,497.96,1,,2026-02-06 10:27:00,12.297,40,100.0,6.1,1.22,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,2026-02-05,1.22,2026-02-06 10:27:00,6.1
115,2026-02-05 22:11:00,BTC,S Sobrevenda com climax,OK,LONG,FECHADO,"64,582",0.0265,1711.4124,3,,2026-02-06 10:27:00,"67,050",0.0265,100.0,65.4,3.82,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.11,2026-02-05,3.82,2026-02-06 10:27:00,65.4
116,2026-02-05 23:28:00,RIVER,1/5 Min Scalp,Entrada Errada,LONG,FECHADO,13.57,80,1085.6,1,,2026-02-06 21:06:00,13.358,80,100.0,-17.0,-1.57,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.87,2026-02-05,-1.57,2026-02-06 21:06:00,-17.0
117,2026-02-06 11:27:00,RIVER,1/5 Min Scalp,Entrada Errada,SHORT,FECHADO,12.624,60,757.44,1,,2026-02-07 14:30:00,12.622,60,100.0,0.1,0.01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.61,2026-02-06,0.01,2026-02-07 14:30:00,0.1
118,2026-02-07 07:03:00,BTC,15 Min Sobrevenda,,LONG,FECHADO,"68,173.60",0.0443,3020.09048,3,,2026-02-07 20:06:00,"68,943.40",0.0443,100.0,34.1,1.13,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,7.26,2026-02-07,1.13,2026-02-07 20:06:00,34.1
120,2026-02-07 20:36:00,BTC,15 Min Sobrevenda,,LONG,FECHADO,"69,222.10",0.047,3253.4387,4,,2026-02-08 13:48:00,"70,571.10",0.047,100.0,63.4,1.95,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,10.4,2026-02-07,1.95,2026-02-08 13:48:00,63.4
121,2026-02-08 06:34:00,RIVER,1/5 Min Scalp,Entrada Errada,SHORT,FECHADO,13.064,10,130.64,1,,2026-02-08 14:17:00,12.405,10,100.0,6.6,5.05,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.1,2026-02-08,5.05,2026-02-08 14:17:00,6.6
